[True]
Run timestamp: 10102023_052611_157.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '0', '--n_svg', '3000', '--n_svp', '15000', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '25', '--include_mebocost_gps', '--include_collectri_gps', '--include_brain_marker_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.005', '--min_cell_gene_thresh_ratio', '0.005', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.003', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '1000000', '--lambda_gene_expr_recon', '5000', '--lambda_chrom_access_recon', '1000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '500', '--lambda_l1_addon', '500.', '--edge_batch_size', '256', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_157']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3404.
Number of gene programs after filtering and combining: 2838.

Filtering genes...
Starting with 22914 genes.
Keeping 12959 genes after filtering genes with expression in {} cells.
Keeping 3000 spatially variable, highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 120652 peaks after filtering  peaks with counts in less than 46 cells.
Keeping 15000 peaks after filtering spatially variable peaks.
Keeping 2422 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb, include_chrom_access_recon_loss: True, atac_recon_loss: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.003
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ONE HOP GCN NORM ATAC NODE LABEL AGGREGATOR
ENCODER -> n_input: 5181, n_cat_covariates_embed_input: 0, n_hidden: 2265, n_latent: 2165, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 2165, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2759
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 2165, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2759
MASKED TARGET ATAC DECODER -> n_prior_gp_input: 2165, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2422
MASKED SOURCE ATAC DECODER -> n_prior_gp_input: 2165, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2422

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 256
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.7977; val_auprc_score: 0.8145; val_best_acc_score: 0.5880; val_best_f1_score: 0.7026; train_kl_reg_loss: 83635.0617; train_edge_recon_loss: 749451.6441; train_gene_expr_recon_loss: 21873536.0000; train_masked_gp_l1_reg_loss: 54600.2001; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 4049159.6240; train_chrom_access_recon_loss: 2223616.7748; train_global_loss: 29033999.1450; train_optim_loss: 29033999.1450; val_kl_reg_loss: 85027.5745; val_edge_recon_loss: 812046.3042; val_gene_expr_recon_loss: 21115258.0000; val_masked_gp_l1_reg_loss: 56902.3164; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 997709.4375; val_chrom_access_recon_loss: 2159794.6333; val_global_loss: 25226738.5333; val_optim_loss: 25226738.5333
Epoch 2/400 |--------------------| 0.5% val_auroc_score: 0.8887; val_auprc_score: 0.8917; val_best_acc_score: 0.8042; val_best_f1_score: 0.8124; train_kl_reg_loss: 76934.2951; train_edge_recon_loss: 730792.7891; train_gene_expr_recon_loss: 20844963.7252; train_masked_gp_l1_reg_loss: 59180.5433; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 498376.6312; train_chrom_access_recon_loss: 2157917.3111; train_global_loss: 24368165.4351; train_optim_loss: 24368165.4351; val_kl_reg_loss: 70115.2182; val_edge_recon_loss: 767413.0375; val_gene_expr_recon_loss: 20810607.6000; val_masked_gp_l1_reg_loss: 61970.4727; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 265512.8750; val_chrom_access_recon_loss: 2148179.1583; val_global_loss: 24123797.4667; val_optim_loss: 24123797.4667
Epoch 3/400 |--------------------| 0.8% val_auroc_score: 0.9265; val_auprc_score: 0.9152; val_best_acc_score: 0.8542; val_best_f1_score: 0.8623; train_kl_reg_loss: 74730.2063; train_edge_recon_loss: 666753.9919; train_gene_expr_recon_loss: 20589548.6870; train_masked_gp_l1_reg_loss: 64982.6003; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 209636.7644; train_chrom_access_recon_loss: 2131045.0744; train_global_loss: 23736697.1603; train_optim_loss: 23736697.1603; val_kl_reg_loss: 82214.8229; val_edge_recon_loss: 621735.3250; val_gene_expr_recon_loss: 20660118.0000; val_masked_gp_l1_reg_loss: 68294.1094; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 180766.2031; val_chrom_access_recon_loss: 2133363.7583; val_global_loss: 23746491.2000; val_optim_loss: 23746491.2000
Epoch 4/400 |--------------------| 1.0% val_auroc_score: 0.9316; val_auprc_score: 0.9202; val_best_acc_score: 0.8601; val_best_f1_score: 0.8686; train_kl_reg_loss: 79617.1690; train_edge_recon_loss: 619671.9361; train_gene_expr_recon_loss: 20348990.7634; train_masked_gp_l1_reg_loss: 70731.7558; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 163624.5242; train_chrom_access_recon_loss: 2113039.2529; train_global_loss: 23395675.4351; train_optim_loss: 23395675.4351; val_kl_reg_loss: 78281.6875; val_edge_recon_loss: 615438.0917; val_gene_expr_recon_loss: 20380956.4000; val_masked_gp_l1_reg_loss: 72862.8594; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 150631.9844; val_chrom_access_recon_loss: 2103976.0167; val_global_loss: 23402146.4000; val_optim_loss: 23402146.4000
Epoch 5/400 |--------------------| 1.2% val_auroc_score: 0.9365; val_auprc_score: 0.9231; val_best_acc_score: 0.8655; val_best_f1_score: 0.8734; train_kl_reg_loss: 75309.8126; train_edge_recon_loss: 609873.7448; train_gene_expr_recon_loss: 20130480.1374; train_masked_gp_l1_reg_loss: 74601.6945; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 139241.1868; train_chrom_access_recon_loss: 2091065.5859; train_global_loss: 23120571.9847; train_optim_loss: 23120571.9847; val_kl_reg_loss: 74268.8740; val_edge_recon_loss: 609243.8833; val_gene_expr_recon_loss: 20263466.2667; val_masked_gp_l1_reg_loss: 76146.9297; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 130673.4297; val_chrom_access_recon_loss: 2090406.9417; val_global_loss: 23244206.0000; val_optim_loss: 23244206.0000
Epoch 6/400 |--------------------| 1.5% val_auroc_score: 0.9450; val_auprc_score: 0.9373; val_best_acc_score: 0.8785; val_best_f1_score: 0.8822; train_kl_reg_loss: 72182.3167; train_edge_recon_loss: 604472.1584; train_gene_expr_recon_loss: 19979371.0992; train_masked_gp_l1_reg_loss: 77425.7634; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 126685.6169; train_chrom_access_recon_loss: 2077348.1908; train_global_loss: 22937485.0229; train_optim_loss: 22937485.0229; val_kl_reg_loss: 72116.5562; val_edge_recon_loss: 606221.6208; val_gene_expr_recon_loss: 20015794.4000; val_masked_gp_l1_reg_loss: 78585.3906; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 121905.3828; val_chrom_access_recon_loss: 2073970.0583; val_global_loss: 22968594.2667; val_optim_loss: 22968594.2667
Epoch 7/400 |--------------------| 1.8% val_auroc_score: 0.9438; val_auprc_score: 0.9302; val_best_acc_score: 0.8756; val_best_f1_score: 0.8813; train_kl_reg_loss: 69928.8991; train_edge_recon_loss: 599454.3106; train_gene_expr_recon_loss: 19836128.0916; train_masked_gp_l1_reg_loss: 79638.8155; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 122024.2781; train_chrom_access_recon_loss: 2063736.5677; train_global_loss: 22770911.0229; train_optim_loss: 22770911.0229; val_kl_reg_loss: 68849.6094; val_edge_recon_loss: 600914.7333; val_gene_expr_recon_loss: 19949207.2000; val_masked_gp_l1_reg_loss: 80548.2969; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 120245.9688; val_chrom_access_recon_loss: 2063545.8000; val_global_loss: 22883311.4667; val_optim_loss: 22883311.4667
Epoch 8/400 |--------------------| 2.0% val_auroc_score: 0.9621; val_auprc_score: 0.9575; val_best_acc_score: 0.8996; val_best_f1_score: 0.9036; train_kl_reg_loss: 68465.7696; train_edge_recon_loss: 596061.9537; train_gene_expr_recon_loss: 19716733.7710; train_masked_gp_l1_reg_loss: 81461.7863; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 119334.9195; train_chrom_access_recon_loss: 2051791.1260; train_global_loss: 22633849.3435; train_optim_loss: 22633849.3435; val_kl_reg_loss: 67320.1992; val_edge_recon_loss: 592065.0458; val_gene_expr_recon_loss: 19871462.6667; val_masked_gp_l1_reg_loss: 82240.2344; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 118419.7109; val_chrom_access_recon_loss: 2057611.7917; val_global_loss: 22789119.4667; val_optim_loss: 22789119.4667
Epoch 9/400 |--------------------| 2.2% val_auroc_score: 0.9631; val_auprc_score: 0.9574; val_best_acc_score: 0.9002; val_best_f1_score: 0.9028; train_kl_reg_loss: 67111.3046; train_edge_recon_loss: 590982.6193; train_gene_expr_recon_loss: 19608159.5725; train_masked_gp_l1_reg_loss: 82965.5139; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 115542.6755; train_chrom_access_recon_loss: 2041076.6584; train_global_loss: 22505838.1985; train_optim_loss: 22505838.1985; val_kl_reg_loss: 67005.9279; val_edge_recon_loss: 593887.1042; val_gene_expr_recon_loss: 19700279.7333; val_masked_gp_l1_reg_loss: 83709.4688; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 113354.8438; val_chrom_access_recon_loss: 2035306.9333; val_global_loss: 22593543.3333; val_optim_loss: 22593543.3333
Epoch 10/400 |--------------------| 2.5% val_auroc_score: 0.9633; val_auprc_score: 0.9537; val_best_acc_score: 0.9031; val_best_f1_score: 0.9072; train_kl_reg_loss: 66038.9985; train_edge_recon_loss: 588528.1608; train_gene_expr_recon_loss: 19523132.2748; train_masked_gp_l1_reg_loss: 84236.3791; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 112194.7518; train_chrom_access_recon_loss: 2029921.5582; train_global_loss: 22404052.0763; train_optim_loss: 22404052.0763; val_kl_reg_loss: 64379.4591; val_edge_recon_loss: 589918.0833; val_gene_expr_recon_loss: 19655080.8000; val_masked_gp_l1_reg_loss: 84800.6562; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 110280.8984; val_chrom_access_recon_loss: 2039107.5333; val_global_loss: 22543566.0000; val_optim_loss: 22543566.0000
Epoch 11/400 |--------------------| 2.8% val_auroc_score: 0.9651; val_auprc_score: 0.9576; val_best_acc_score: 0.9104; val_best_f1_score: 0.9132; train_kl_reg_loss: 63606.7214; train_edge_recon_loss: 590432.8511; train_gene_expr_recon_loss: 19457434.9618; train_masked_gp_l1_reg_loss: 85383.2249; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 110986.8896; train_chrom_access_recon_loss: 2024698.1326; train_global_loss: 22332542.8397; train_optim_loss: 22332542.8397; val_kl_reg_loss: 63339.1076; val_edge_recon_loss: 587706.3250; val_gene_expr_recon_loss: 19525089.6000; val_masked_gp_l1_reg_loss: 85967.9375; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 112658.7891; val_chrom_access_recon_loss: 2022013.8000; val_global_loss: 22396774.5333; val_optim_loss: 22396774.5333
