[True]
Run timestamp: 07092023_164222_51.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '0', '--n_svg', '3000', '--n_svp', '15000', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--include_brain_marker_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.01', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.01', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000', '--lambda_gene_expr_recon', '5000', '--lambda_chrom_access_recon', '1000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '100', '--lambda_l1_addon', '100.', '--edge_batch_size', '256', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_51']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3404.
Number of gene programs after filtering and combining: 2774.

Filtering genes...
Starting with 22914 genes.
Keeping 18578 genes after filtering genes with expression in {} cells.
Keeping 3000 spatially variable, highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 112141 peaks after filtering  peaks with counts in less than 92 cells.
Keeping 15000 peaks after filtering spatially variable peaks.
Keeping 2376 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb, include_chrom_access_recon_loss: True, atac_recon_loss: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.01
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ONE HOP GCN NORM ATAC NODE LABEL AGGREGATOR
ENCODER -> n_input: 5103, n_cat_covariates_embed_input: 0, n_hidden: 2313, n_latent: 2213, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 2213, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2727
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 2213, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2727
MASKED TARGET ATAC DECODER -> n_prior_gp_input: 2213, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2376
MASKED SOURCE ATAC DECODER -> n_prior_gp_input: 2213, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2376

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 256
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.7448; val_auprc_score: 0.7750; val_best_acc_score: 0.5135; val_best_f1_score: 0.6711; train_kl_reg_loss: 61042.3834; train_edge_recon_loss: 3569042.2939; train_gene_expr_recon_loss: 21252636.2595; train_masked_gp_l1_reg_loss: 65385.4953; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 762257.6780; train_chrom_access_recon_loss: 2167602.8807; train_global_loss: 27877967.0076; train_optim_loss: 27877967.0076; val_kl_reg_loss: 68139.8065; val_edge_recon_loss: 4064160.2833; val_gene_expr_recon_loss: 20022513.8667; val_masked_gp_l1_reg_loss: 61545.6406; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 538996.5625; val_chrom_access_recon_loss: 2096719.7250; val_global_loss: 26852075.7333; val_optim_loss: 26852075.7333
Epoch 2/400 |--------------------| 0.5% val_auroc_score: 0.8105; val_auprc_score: 0.8263; val_best_acc_score: 0.7136; val_best_f1_score: 0.7427; train_kl_reg_loss: 87166.7096; train_edge_recon_loss: 3516241.9008; train_gene_expr_recon_loss: 19642856.6870; train_masked_gp_l1_reg_loss: 59272.4936; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 384164.7867; train_chrom_access_recon_loss: 2061734.7548; train_global_loss: 25751437.4198; train_optim_loss: 25751437.4198; val_kl_reg_loss: 92988.1432; val_edge_recon_loss: 4024385.3833; val_gene_expr_recon_loss: 19603470.0000; val_masked_gp_l1_reg_loss: 58790.6797; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 265451.3125; val_chrom_access_recon_loss: 2054526.0167; val_global_loss: 26099612.0000; val_optim_loss: 26099612.0000
Epoch 3/400 |--------------------| 0.8% val_auroc_score: 0.8726; val_auprc_score: 0.8628; val_best_acc_score: 0.7774; val_best_f1_score: 0.7992; train_kl_reg_loss: 67610.1804; train_edge_recon_loss: 3348990.4599; train_gene_expr_recon_loss: 19364190.0305; train_masked_gp_l1_reg_loss: 61977.6684; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 204591.6653; train_chrom_access_recon_loss: 2036670.5906; train_global_loss: 25084030.6870; train_optim_loss: 25084030.6870; val_kl_reg_loss: 69454.5573; val_edge_recon_loss: 3119416.5833; val_gene_expr_recon_loss: 19345895.7333; val_masked_gp_l1_reg_loss: 67452.8594; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 159772.4688; val_chrom_access_recon_loss: 2035004.0250; val_global_loss: 24796994.6667; val_optim_loss: 24796994.6667
Epoch 4/400 |--------------------| 1.0% val_auroc_score: 0.8685; val_auprc_score: 0.8546; val_best_acc_score: 0.7819; val_best_f1_score: 0.8051; train_kl_reg_loss: 88881.9825; train_edge_recon_loss: 2980955.7901; train_gene_expr_recon_loss: 19084919.8626; train_masked_gp_l1_reg_loss: 69519.2921; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 129798.2282; train_chrom_access_recon_loss: 2011448.2443; train_global_loss: 24365523.2519; train_optim_loss: 24365523.2519; val_kl_reg_loss: 90837.3438; val_edge_recon_loss: 2943480.8167; val_gene_expr_recon_loss: 19105321.8667; val_masked_gp_l1_reg_loss: 70718.0938; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 106431.3203; val_chrom_access_recon_loss: 2020852.1500; val_global_loss: 24337641.8667; val_optim_loss: 24337641.8667
Epoch 5/400 |--------------------| 1.2% val_auroc_score: 0.8820; val_auprc_score: 0.8735; val_best_acc_score: 0.7862; val_best_f1_score: 0.8056; train_kl_reg_loss: 93096.8981; train_edge_recon_loss: 2930754.9981; train_gene_expr_recon_loss: 18871099.2366; train_masked_gp_l1_reg_loss: 72294.3205; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 91385.5114; train_chrom_access_recon_loss: 1989589.0324; train_global_loss: 24048219.9542; train_optim_loss: 24048219.9542; val_kl_reg_loss: 94312.0365; val_edge_recon_loss: 2896138.6333; val_gene_expr_recon_loss: 18901638.6667; val_masked_gp_l1_reg_loss: 74081.8750; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 79495.9922; val_chrom_access_recon_loss: 1998273.4917; val_global_loss: 24043940.5333; val_optim_loss: 24043940.5333
Epoch 6/400 |--------------------| 1.5% val_auroc_score: 0.9044; val_auprc_score: 0.8945; val_best_acc_score: 0.8130; val_best_f1_score: 0.8270; train_kl_reg_loss: 90586.2503; train_edge_recon_loss: 2901828.9981; train_gene_expr_recon_loss: 18684575.4198; train_masked_gp_l1_reg_loss: 75602.4006; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 69887.7960; train_chrom_access_recon_loss: 1971168.5305; train_global_loss: 23793649.4809; train_optim_loss: 23793649.4809; val_kl_reg_loss: 87446.4839; val_edge_recon_loss: 2894666.6000; val_gene_expr_recon_loss: 18778888.2667; val_masked_gp_l1_reg_loss: 77326.5469; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 62566.1484; val_chrom_access_recon_loss: 1983433.7500; val_global_loss: 23884327.0667; val_optim_loss: 23884327.0667
Epoch 7/400 |--------------------| 1.8% val_auroc_score: 0.9277; val_auprc_score: 0.9134; val_best_acc_score: 0.8538; val_best_f1_score: 0.8619; train_kl_reg_loss: 86569.1013; train_edge_recon_loss: 2851631.1870; train_gene_expr_recon_loss: 18542184.2901; train_masked_gp_l1_reg_loss: 78766.9128; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 57064.3924; train_chrom_access_recon_loss: 1956336.5935; train_global_loss: 23572552.4580; train_optim_loss: 23572552.4580; val_kl_reg_loss: 88586.2651; val_edge_recon_loss: 2816456.9000; val_gene_expr_recon_loss: 18535430.1333; val_masked_gp_l1_reg_loss: 80151.9688; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 53030.8906; val_chrom_access_recon_loss: 1963562.7167; val_global_loss: 23537218.1333; val_optim_loss: 23537218.1333
Epoch 8/400 |--------------------| 2.0% val_auroc_score: 0.9518; val_auprc_score: 0.9386; val_best_acc_score: 0.8907; val_best_f1_score: 0.8956; train_kl_reg_loss: 88119.2530; train_edge_recon_loss: 2792936.3473; train_gene_expr_recon_loss: 18404978.9618; train_masked_gp_l1_reg_loss: 81518.1958; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 49859.7684; train_chrom_access_recon_loss: 1942066.7452; train_global_loss: 23359479.3588; train_optim_loss: 23359479.3588; val_kl_reg_loss: 84472.2839; val_edge_recon_loss: 2793321.6333; val_gene_expr_recon_loss: 18500372.1333; val_masked_gp_l1_reg_loss: 82789.3594; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 47831.6484; val_chrom_access_recon_loss: 1954750.3500; val_global_loss: 23463538.1333; val_optim_loss: 23463538.1333
Epoch 9/400 |--------------------| 2.2% val_auroc_score: 0.9515; val_auprc_score: 0.9364; val_best_acc_score: 0.8948; val_best_f1_score: 0.8993; train_kl_reg_loss: 86347.5809; train_edge_recon_loss: 2763615.8531; train_gene_expr_recon_loss: 18287914.5191; train_masked_gp_l1_reg_loss: 83987.5713; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 45560.2535; train_chrom_access_recon_loss: 1927774.1746; train_global_loss: 23195199.9084; train_optim_loss: 23195199.9084; val_kl_reg_loss: 87566.9958; val_edge_recon_loss: 2790158.5000; val_gene_expr_recon_loss: 18403159.0667; val_masked_gp_l1_reg_loss: 84993.1484; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 43719.5703; val_chrom_access_recon_loss: 1940749.2667; val_global_loss: 23350348.0000; val_optim_loss: 23350348.0000
Epoch 10/400 |--------------------| 2.5% val_auroc_score: 0.9598; val_auprc_score: 0.9455; val_best_acc_score: 0.9070; val_best_f1_score: 0.9099; train_kl_reg_loss: 85732.3647; train_edge_recon_loss: 2744517.5210; train_gene_expr_recon_loss: 18170062.5344; train_masked_gp_l1_reg_loss: 86027.7007; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 42298.1588; train_chrom_access_recon_loss: 1914871.0821; train_global_loss: 23043509.2977; train_optim_loss: 23043509.2977; val_kl_reg_loss: 82630.0328; val_edge_recon_loss: 2760242.1667; val_gene_expr_recon_loss: 18273961.8667; val_masked_gp_l1_reg_loss: 87071.7031; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 41278.8164; val_chrom_access_recon_loss: 1930301.4333; val_global_loss: 23175485.6000; val_optim_loss: 23175485.6000
Epoch 11/400 |--------------------| 2.8% val_auroc_score: 0.9594; val_auprc_score: 0.9452; val_best_acc_score: 0.9101; val_best_f1_score: 0.9140; train_kl_reg_loss: 83497.5386; train_edge_recon_loss: 2732321.7958; train_gene_expr_recon_loss: 18080950.3588; train_masked_gp_l1_reg_loss: 87928.1795; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 40031.6483; train_chrom_access_recon_loss: 1903599.3063; train_global_loss: 22928328.9160; train_optim_loss: 22928328.9160; val_kl_reg_loss: 81937.6781; val_edge_recon_loss: 2741070.3167; val_gene_expr_recon_loss: 18142474.6667; val_masked_gp_l1_reg_loss: 88843.0547; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 39455.3633; val_chrom_access_recon_loss: 1913703.2083; val_global_loss: 23007485.7333; val_optim_loss: 23007485.7333
