[True]
Run timestamp: 07092023_170854_57.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '0', '--n_svg', '3000', '--n_svp', '5000', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--include_brain_marker_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.01', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.01', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000', '--lambda_gene_expr_recon', '5000', '--lambda_chrom_access_recon', '1000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '300', '--lambda_l1_addon', '1000.', '--edge_batch_size', '256', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_57']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3404.
Number of gene programs after filtering and combining: 2774.

Filtering genes...
Starting with 22914 genes.
Keeping 18578 genes after filtering genes with expression in {} cells.
Keeping 3000 spatially variable, highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 112141 peaks after filtering  peaks with counts in less than 92 cells.
Keeping 5000 peaks after filtering spatially variable peaks.
Keeping 795 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb, include_chrom_access_recon_loss: True, atac_recon_loss: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.01
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ONE HOP GCN NORM ATAC NODE LABEL AGGREGATOR
ENCODER -> n_input: 3522, n_cat_covariates_embed_input: 0, n_hidden: 2313, n_latent: 2213, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 2213, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2727
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 2213, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2727
MASKED TARGET ATAC DECODER -> n_prior_gp_input: 2213, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 795
MASKED SOURCE ATAC DECODER -> n_prior_gp_input: 2213, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 795

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 256
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.8226; val_auprc_score: 0.8264; val_best_acc_score: 0.5548; val_best_f1_score: 0.6902; train_kl_reg_loss: 83429.1712; train_edge_recon_loss: 3537943.0210; train_gene_expr_recon_loss: 21166662.4122; train_masked_gp_l1_reg_loss: 135169.1930; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 3590441.0010; train_chrom_access_recon_loss: 904847.3807; train_global_loss: 29418492.2748; train_optim_loss: 29418492.2748; val_kl_reg_loss: 113050.8365; val_edge_recon_loss: 4062242.0000; val_gene_expr_recon_loss: 19951378.0000; val_masked_gp_l1_reg_loss: 123867.2422; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 469598.5000; val_chrom_access_recon_loss: 874414.6875; val_global_loss: 25594551.7333; val_optim_loss: 25594551.7333
Epoch 2/400 |--------------------| 0.5% val_auroc_score: 0.8777; val_auprc_score: 0.8769; val_best_acc_score: 0.8073; val_best_f1_score: 0.8145; train_kl_reg_loss: 104929.1345; train_edge_recon_loss: 3523577.0000; train_gene_expr_recon_loss: 19729091.4962; train_masked_gp_l1_reg_loss: 122338.7250; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 251565.2401; train_chrom_access_recon_loss: 863608.7519; train_global_loss: 24595110.3053; train_optim_loss: 24595110.3053; val_kl_reg_loss: 101791.6344; val_edge_recon_loss: 4019421.7167; val_gene_expr_recon_loss: 19522569.6000; val_masked_gp_l1_reg_loss: 124842.2969; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 160267.5625; val_chrom_access_recon_loss: 867286.4500; val_global_loss: 24796179.4667; val_optim_loss: 24796179.4667
Epoch 3/400 |--------------------| 0.8% val_auroc_score: 0.9085; val_auprc_score: 0.9003; val_best_acc_score: 0.8271; val_best_f1_score: 0.8409; train_kl_reg_loss: 82253.7842; train_edge_recon_loss: 3384834.6050; train_gene_expr_recon_loss: 19446741.0534; train_masked_gp_l1_reg_loss: 129510.8052; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 134320.7402; train_chrom_access_recon_loss: 853989.0281; train_global_loss: 24031649.8931; train_optim_loss: 24031649.8931; val_kl_reg_loss: 64677.7682; val_edge_recon_loss: 3186135.3500; val_gene_expr_recon_loss: 19757683.8667; val_masked_gp_l1_reg_loss: 136675.7500; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 118582.8281; val_chrom_access_recon_loss: 860041.9375; val_global_loss: 24123796.8000; val_optim_loss: 24123796.8000
Epoch 4/400 |--------------------| 1.0% val_auroc_score: 0.9091; val_auprc_score: 0.8927; val_best_acc_score: 0.8343; val_best_f1_score: 0.8489; train_kl_reg_loss: 105563.2000; train_edge_recon_loss: 2952746.7443; train_gene_expr_recon_loss: 19221736.9008; train_masked_gp_l1_reg_loss: 140980.9420; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 111700.4695; train_chrom_access_recon_loss: 844383.4346; train_global_loss: 23377111.7863; train_optim_loss: 23377111.7863; val_kl_reg_loss: 116634.9370; val_edge_recon_loss: 2882457.6167; val_gene_expr_recon_loss: 19163282.6667; val_masked_gp_l1_reg_loss: 143182.3906; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 105422.0391; val_chrom_access_recon_loss: 845527.8333; val_global_loss: 23256506.9333; val_optim_loss: 23256506.9333
Epoch 5/400 |--------------------| 1.2% val_auroc_score: 0.9245; val_auprc_score: 0.9110; val_best_acc_score: 0.8521; val_best_f1_score: 0.8622; train_kl_reg_loss: 120284.3355; train_edge_recon_loss: 2858438.2214; train_gene_expr_recon_loss: 19002740.1679; train_masked_gp_l1_reg_loss: 146078.3180; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 105878.8356; train_chrom_access_recon_loss: 835772.2743; train_global_loss: 23069191.8626; train_optim_loss: 23069191.8626; val_kl_reg_loss: 116078.2698; val_edge_recon_loss: 2877072.1667; val_gene_expr_recon_loss: 18974455.2000; val_masked_gp_l1_reg_loss: 148697.8594; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 107255.9844; val_chrom_access_recon_loss: 839042.1375; val_global_loss: 23062601.8667; val_optim_loss: 23062601.8667
Epoch 6/400 |--------------------| 1.5% val_auroc_score: 0.9322; val_auprc_score: 0.9168; val_best_acc_score: 0.8608; val_best_f1_score: 0.8693; train_kl_reg_loss: 118737.1742; train_edge_recon_loss: 2836119.6107; train_gene_expr_recon_loss: 18808370.1985; train_masked_gp_l1_reg_loss: 150875.5464; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 107156.1160; train_chrom_access_recon_loss: 827773.7314; train_global_loss: 22849032.4427; train_optim_loss: 22849032.4427; val_kl_reg_loss: 117906.0635; val_edge_recon_loss: 2831238.3500; val_gene_expr_recon_loss: 18718480.0000; val_masked_gp_l1_reg_loss: 152778.6094; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 106126.9688; val_chrom_access_recon_loss: 828306.4958; val_global_loss: 22754834.9333; val_optim_loss: 22754834.9333
Epoch 7/400 |--------------------| 1.8% val_auroc_score: 0.9314; val_auprc_score: 0.9126; val_best_acc_score: 0.8657; val_best_f1_score: 0.8731; train_kl_reg_loss: 115444.0256; train_edge_recon_loss: 2823171.8092; train_gene_expr_recon_loss: 18654778.4885; train_masked_gp_l1_reg_loss: 154095.3536; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 105617.1601; train_chrom_access_recon_loss: 821509.6622; train_global_loss: 22674616.4580; train_optim_loss: 22674616.4580; val_kl_reg_loss: 122702.7323; val_edge_recon_loss: 2819321.8667; val_gene_expr_recon_loss: 18600228.9333; val_masked_gp_l1_reg_loss: 155484.5781; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 105257.2500; val_chrom_access_recon_loss: 824204.8000; val_global_loss: 22627200.2667; val_optim_loss: 22627200.2667
Epoch 8/400 |--------------------| 2.0% val_auroc_score: 0.9402; val_auprc_score: 0.9246; val_best_acc_score: 0.8746; val_best_f1_score: 0.8809; train_kl_reg_loss: 114423.7916; train_edge_recon_loss: 2805892.4275; train_gene_expr_recon_loss: 18520669.7863; train_masked_gp_l1_reg_loss: 156400.6353; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 103945.2142; train_chrom_access_recon_loss: 815635.2839; train_global_loss: 22516967.0687; train_optim_loss: 22516967.0687; val_kl_reg_loss: 112282.5276; val_edge_recon_loss: 2813966.4667; val_gene_expr_recon_loss: 18512176.2667; val_masked_gp_l1_reg_loss: 157443.8281; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 102783.0234; val_chrom_access_recon_loss: 818858.3167; val_global_loss: 22517512.0000; val_optim_loss: 22517512.0000
Epoch 9/400 |--------------------| 2.2% val_auroc_score: 0.9476; val_auprc_score: 0.9358; val_best_acc_score: 0.8837; val_best_f1_score: 0.8879; train_kl_reg_loss: 111572.6022; train_edge_recon_loss: 2797299.3836; train_gene_expr_recon_loss: 18413646.3206; train_masked_gp_l1_reg_loss: 158520.4144; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 101492.0800; train_chrom_access_recon_loss: 811650.6112; train_global_loss: 22394181.4656; train_optim_loss: 22394181.4656; val_kl_reg_loss: 110226.5599; val_edge_recon_loss: 2791517.5833; val_gene_expr_recon_loss: 18407504.0000; val_masked_gp_l1_reg_loss: 160204.1406; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 101604.2578; val_chrom_access_recon_loss: 816941.6750; val_global_loss: 22387997.6000; val_optim_loss: 22387997.6000
Epoch 10/400 |--------------------| 2.5% val_auroc_score: 0.9536; val_auprc_score: 0.9447; val_best_acc_score: 0.8892; val_best_f1_score: 0.8945; train_kl_reg_loss: 108809.3034; train_edge_recon_loss: 2788584.5286; train_gene_expr_recon_loss: 18284812.6412; train_masked_gp_l1_reg_loss: 160831.8874; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 100146.2277; train_chrom_access_recon_loss: 806856.5506; train_global_loss: 22250041.1145; train_optim_loss: 22250041.1145; val_kl_reg_loss: 108482.3677; val_edge_recon_loss: 2780581.4500; val_gene_expr_recon_loss: 18202450.4000; val_masked_gp_l1_reg_loss: 162202.8125; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 100352.0156; val_chrom_access_recon_loss: 810481.1958; val_global_loss: 22164549.2000; val_optim_loss: 22164549.2000
Epoch 11/400 |--------------------| 2.8% val_auroc_score: 0.9558; val_auprc_score: 0.9434; val_best_acc_score: 0.9006; val_best_f1_score: 0.9031; train_kl_reg_loss: 107575.8736; train_edge_recon_loss: 2773295.6851; train_gene_expr_recon_loss: 18184014.5573; train_masked_gp_l1_reg_loss: 162703.6746; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 99475.8573; train_chrom_access_recon_loss: 802124.7176; train_global_loss: 22129190.2290; train_optim_loss: 22129190.2290; val_kl_reg_loss: 107769.8141; val_edge_recon_loss: 2755802.5500; val_gene_expr_recon_loss: 18284285.8667; val_masked_gp_l1_reg_loss: 163180.9375; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 99913.8281; val_chrom_access_recon_loss: 810679.0500; val_global_loss: 22221631.6000; val_optim_loss: 22221631.6000
