[True]
Run timestamp: 10102023_033256_129.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '0', '--n_svg', '3000', '--n_svp', '5000', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '25', '--include_mebocost_gps', '--include_collectri_gps', '--include_brain_marker_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.005', '--min_cell_gene_thresh_ratio', '0.005', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.0', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000', '--lambda_gene_expr_recon', '3000', '--lambda_chrom_access_recon', '5000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '300', '--lambda_l1_addon', '300.', '--edge_batch_size', '256', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_129']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3404.
Number of gene programs after filtering and combining: 2838.

Filtering genes...
Starting with 22914 genes.
Keeping 12959 genes after filtering genes with expression in {} cells.
Keeping 3000 spatially variable, highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 120652 peaks after filtering  peaks with counts in less than 46 cells.
Keeping 5000 peaks after filtering spatially variable peaks.
Keeping 816 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb, include_chrom_access_recon_loss: True, atac_recon_loss: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.0
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ONE HOP GCN NORM ATAC NODE LABEL AGGREGATOR
ENCODER -> n_input: 3575, n_cat_covariates_embed_input: 0, n_hidden: 2265, n_latent: 2165, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 2165, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2759
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 2165, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2759
MASKED TARGET ATAC DECODER -> n_prior_gp_input: 2165, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 816
MASKED SOURCE ATAC DECODER -> n_prior_gp_input: 2165, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 816

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 256
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.7646; val_auprc_score: 0.7872; val_best_acc_score: 0.6206; val_best_f1_score: 0.7119; train_kl_reg_loss: 67643.6701; train_edge_recon_loss: 3503950.5267; train_gene_expr_recon_loss: 13287298.3130; train_masked_gp_l1_reg_loss: 35378.6537; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 2384703.3263; train_chrom_access_recon_loss: 4756979.6069; train_global_loss: 24035954.1527; train_optim_loss: 24035954.1527; val_kl_reg_loss: 90392.0536; val_edge_recon_loss: 4057947.0500; val_gene_expr_recon_loss: 12482868.1333; val_masked_gp_l1_reg_loss: 41735.7188; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 563369.3750; val_chrom_access_recon_loss: 4548929.4333; val_global_loss: 21785242.2667; val_optim_loss: 21785242.2667
Epoch 2/400 |--------------------| 0.5% val_auroc_score: 0.8235; val_auprc_score: 0.8317; val_best_acc_score: 0.7406; val_best_f1_score: 0.7476; train_kl_reg_loss: 71118.9570; train_edge_recon_loss: 3413042.7443; train_gene_expr_recon_loss: 12559605.5267; train_masked_gp_l1_reg_loss: 44336.2606; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 293220.5910; train_chrom_access_recon_loss: 4595268.6641; train_global_loss: 20976592.6718; train_optim_loss: 20976592.6718; val_kl_reg_loss: 72702.6349; val_edge_recon_loss: 3159922.5167; val_gene_expr_recon_loss: 12375167.0667; val_masked_gp_l1_reg_loss: 47939.7578; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 167500.5625; val_chrom_access_recon_loss: 4531256.7333; val_global_loss: 20354490.4000; val_optim_loss: 20354490.4000
Epoch 3/400 |--------------------| 0.8% val_auroc_score: 0.9047; val_auprc_score: 0.8919; val_best_acc_score: 0.8261; val_best_f1_score: 0.8395; train_kl_reg_loss: 85259.9393; train_edge_recon_loss: 2998254.7424; train_gene_expr_recon_loss: 12438750.9160; train_masked_gp_l1_reg_loss: 51513.3166; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 134091.6755; train_chrom_access_recon_loss: 4551435.3359; train_global_loss: 20259305.9084; train_optim_loss: 20259305.9084; val_kl_reg_loss: 92478.3339; val_edge_recon_loss: 2885343.2833; val_gene_expr_recon_loss: 12211602.6667; val_masked_gp_l1_reg_loss: 54619.8750; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 114683.6328; val_chrom_access_recon_loss: 4476414.3000; val_global_loss: 19835142.6667; val_optim_loss: 19835142.6667
Epoch 4/400 |--------------------| 1.0% val_auroc_score: 0.9218; val_auprc_score: 0.9058; val_best_acc_score: 0.8553; val_best_f1_score: 0.8633; train_kl_reg_loss: 98058.3170; train_edge_recon_loss: 2831603.4122; train_gene_expr_recon_loss: 12264812.7863; train_masked_gp_l1_reg_loss: 56933.5067; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 107873.5162; train_chrom_access_recon_loss: 4499723.7729; train_global_loss: 19859005.2214; train_optim_loss: 19859005.2214; val_kl_reg_loss: 90645.2917; val_edge_recon_loss: 2801699.4500; val_gene_expr_recon_loss: 12087488.3333; val_masked_gp_l1_reg_loss: 58594.0898; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 102015.0234; val_chrom_access_recon_loss: 4441610.1333; val_global_loss: 19582052.1333; val_optim_loss: 19582052.1333
Epoch 5/400 |--------------------| 1.2% val_auroc_score: 0.9304; val_auprc_score: 0.9171; val_best_acc_score: 0.8634; val_best_f1_score: 0.8711; train_kl_reg_loss: 92434.0806; train_edge_recon_loss: 2787553.6145; train_gene_expr_recon_loss: 12131942.2901; train_masked_gp_l1_reg_loss: 60035.8796; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 96553.0453; train_chrom_access_recon_loss: 4460288.5630; train_global_loss: 19628807.4504; train_optim_loss: 19628807.4504; val_kl_reg_loss: 90527.6964; val_edge_recon_loss: 2804331.1667; val_gene_expr_recon_loss: 11957668.6000; val_masked_gp_l1_reg_loss: 61310.7500; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 91991.3125; val_chrom_access_recon_loss: 4398911.8167; val_global_loss: 19404741.2000; val_optim_loss: 19404741.2000
Epoch 6/400 |--------------------| 1.5% val_auroc_score: 0.9334; val_auprc_score: 0.9198; val_best_acc_score: 0.8685; val_best_f1_score: 0.8773; train_kl_reg_loss: 87836.3966; train_edge_recon_loss: 2788385.3798; train_gene_expr_recon_loss: 12047962.5725; train_masked_gp_l1_reg_loss: 62322.7069; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 88194.0242; train_chrom_access_recon_loss: 4428133.8416; train_global_loss: 19502834.9771; train_optim_loss: 19502834.9771; val_kl_reg_loss: 85150.6109; val_edge_recon_loss: 2767479.8833; val_gene_expr_recon_loss: 11895328.0000; val_masked_gp_l1_reg_loss: 63356.6055; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 84566.0312; val_chrom_access_recon_loss: 4359156.8667; val_global_loss: 19255038.4000; val_optim_loss: 19255038.4000
Epoch 7/400 |--------------------| 1.8% val_auroc_score: 0.9342; val_auprc_score: 0.9191; val_best_acc_score: 0.8716; val_best_f1_score: 0.8779; train_kl_reg_loss: 84063.4915; train_edge_recon_loss: 2765702.6050; train_gene_expr_recon_loss: 11962403.4885; train_masked_gp_l1_reg_loss: 64270.5347; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 82004.9423; train_chrom_access_recon_loss: 4393388.1508; train_global_loss: 19351833.2214; train_optim_loss: 19351833.2214; val_kl_reg_loss: 79594.7995; val_edge_recon_loss: 2802235.2833; val_gene_expr_recon_loss: 11779339.0667; val_masked_gp_l1_reg_loss: 65119.7383; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 79927.7734; val_chrom_access_recon_loss: 4335217.7000; val_global_loss: 19141434.9333; val_optim_loss: 19141434.9333
Epoch 8/400 |--------------------| 2.0% val_auroc_score: 0.9367; val_auprc_score: 0.9243; val_best_acc_score: 0.8721; val_best_f1_score: 0.8793; train_kl_reg_loss: 80344.0526; train_edge_recon_loss: 2761045.7996; train_gene_expr_recon_loss: 11888464.2061; train_masked_gp_l1_reg_loss: 65880.2798; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 78089.0329; train_chrom_access_recon_loss: 4367593.7290; train_global_loss: 19241417.0840; train_optim_loss: 19241417.0840; val_kl_reg_loss: 77704.6516; val_edge_recon_loss: 2779010.8667; val_gene_expr_recon_loss: 11726718.4667; val_masked_gp_l1_reg_loss: 66540.1406; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 76776.8359; val_chrom_access_recon_loss: 4306837.6833; val_global_loss: 19033588.4000; val_optim_loss: 19033588.4000
Epoch 9/400 |--------------------| 2.2% val_auroc_score: 0.9418; val_auprc_score: 0.9274; val_best_acc_score: 0.8816; val_best_f1_score: 0.8868; train_kl_reg_loss: 79250.3671; train_edge_recon_loss: 2748601.0802; train_gene_expr_recon_loss: 11818550.4962; train_masked_gp_l1_reg_loss: 67338.2198; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 75354.2911; train_chrom_access_recon_loss: 4346486.4599; train_global_loss: 19135580.8550; train_optim_loss: 19135580.8550; val_kl_reg_loss: 75200.0667; val_edge_recon_loss: 2774315.8500; val_gene_expr_recon_loss: 11643748.8000; val_masked_gp_l1_reg_loss: 68088.2109; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 74667.0391; val_chrom_access_recon_loss: 4284112.2333; val_global_loss: 18920132.0000; val_optim_loss: 18920132.0000
Epoch 10/400 |--------------------| 2.5% val_auroc_score: 0.9455; val_auprc_score: 0.9327; val_best_acc_score: 0.8828; val_best_f1_score: 0.8895; train_kl_reg_loss: 78091.0690; train_edge_recon_loss: 2735205.7252; train_gene_expr_recon_loss: 11769452.5344; train_masked_gp_l1_reg_loss: 68636.0117; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 73421.1751; train_chrom_access_recon_loss: 4322705.1050; train_global_loss: 19047511.7405; train_optim_loss: 19047511.7405; val_kl_reg_loss: 77389.7760; val_edge_recon_loss: 2749414.1667; val_gene_expr_recon_loss: 11652541.4667; val_masked_gp_l1_reg_loss: 69337.4844; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 72875.3828; val_chrom_access_recon_loss: 4270931.1667; val_global_loss: 18892488.6667; val_optim_loss: 18892488.6667
Epoch 11/400 |--------------------| 2.8% val_auroc_score: 0.9498; val_auprc_score: 0.9337; val_best_acc_score: 0.8901; val_best_f1_score: 0.8948; train_kl_reg_loss: 76534.4801; train_edge_recon_loss: 2732194.1698; train_gene_expr_recon_loss: 11709380.7099; train_masked_gp_l1_reg_loss: 69871.7539; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 72144.6005; train_chrom_access_recon_loss: 4298107.9294; train_global_loss: 18958233.7863; train_optim_loss: 18958233.7863; val_kl_reg_loss: 75848.3057; val_edge_recon_loss: 2723604.8167; val_gene_expr_recon_loss: 11542885.2667; val_masked_gp_l1_reg_loss: 70507.8672; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 72594.8125; val_chrom_access_recon_loss: 4234153.9833; val_global_loss: 18719595.2000; val_optim_loss: 18719595.2000
