[True]
Run timestamp: 10102023_080015_194.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '0', '--n_svg', '3000', '--n_svp', '5000', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--include_brain_marker_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.005', '--min_cell_gene_thresh_ratio', '0.005', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.003', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '1000000', '--lambda_gene_expr_recon', '5000', '--lambda_chrom_access_recon', '3000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '300', '--lambda_l1_addon', '300.', '--edge_batch_size', '256', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_194']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3404.
Number of gene programs after filtering and combining: 2803.

Filtering genes...
Starting with 22914 genes.
Keeping 12959 genes after filtering genes with expression in {} cells.
Keeping 3000 spatially variable, highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 120652 peaks after filtering  peaks with counts in less than 46 cells.
Keeping 5000 peaks after filtering spatially variable peaks.
Keeping 816 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb, include_chrom_access_recon_loss: True, atac_recon_loss: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.003
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ONE HOP GCN NORM ATAC NODE LABEL AGGREGATOR
ENCODER -> n_input: 3575, n_cat_covariates_embed_input: 0, n_hidden: 2310, n_latent: 2210, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 2210, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2759
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 2210, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2759
MASKED TARGET ATAC DECODER -> n_prior_gp_input: 2210, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 816
MASKED SOURCE ATAC DECODER -> n_prior_gp_input: 2210, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 816

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 256
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.7263; val_auprc_score: 0.7580; val_best_acc_score: 0.5174; val_best_f1_score: 0.6732; train_kl_reg_loss: 54166.2644; train_edge_recon_loss: 740950.4561; train_gene_expr_recon_loss: 22082122.6718; train_masked_gp_l1_reg_loss: 101282.1521; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 2408007.0534; train_chrom_access_recon_loss: 2866110.7290; train_global_loss: 28252639.1603; train_optim_loss: 28252639.1603; val_kl_reg_loss: 65955.1659; val_edge_recon_loss: 812828.0167; val_gene_expr_recon_loss: 20973112.1333; val_masked_gp_l1_reg_loss: 85367.5859; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 908610.8750; val_chrom_access_recon_loss: 2758019.4333; val_global_loss: 25603892.5333; val_optim_loss: 25603892.5333
Epoch 2/400 |--------------------| 0.5% val_auroc_score: 0.8285; val_auprc_score: 0.8401; val_best_acc_score: 0.7330; val_best_f1_score: 0.7614; train_kl_reg_loss: 65741.1317; train_edge_recon_loss: 731106.4819; train_gene_expr_recon_loss: 20796309.1145; train_masked_gp_l1_reg_loss: 81399.4550; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 483215.2691; train_chrom_access_recon_loss: 2747335.2347; train_global_loss: 24905106.6718; train_optim_loss: 24905106.6718; val_kl_reg_loss: 57782.0927; val_edge_recon_loss: 805817.3625; val_gene_expr_recon_loss: 20600651.0667; val_masked_gp_l1_reg_loss: 80119.3516; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 260863.3125; val_chrom_access_recon_loss: 2719034.6500; val_global_loss: 24524269.3333; val_optim_loss: 24524269.3333
Epoch 3/400 |--------------------| 0.8% val_auroc_score: 0.8989; val_auprc_score: 0.8911; val_best_acc_score: 0.8239; val_best_f1_score: 0.8329; train_kl_reg_loss: 58151.4267; train_edge_recon_loss: 715132.7624; train_gene_expr_recon_loss: 20493862.5954; train_masked_gp_l1_reg_loss: 81831.7728; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 198967.4293; train_chrom_access_recon_loss: 2716566.0057; train_global_loss: 24264511.9847; train_optim_loss: 24264511.9847; val_kl_reg_loss: 54630.7375; val_edge_recon_loss: 725604.7417; val_gene_expr_recon_loss: 20287366.1333; val_masked_gp_l1_reg_loss: 83993.8672; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 162252.5156; val_chrom_access_recon_loss: 2679305.8500; val_global_loss: 23993153.2000; val_optim_loss: 23993153.2000
Epoch 4/400 |--------------------| 1.0% val_auroc_score: 0.9095; val_auprc_score: 0.8988; val_best_acc_score: 0.8285; val_best_f1_score: 0.8412; train_kl_reg_loss: 62842.4062; train_edge_recon_loss: 652538.1140; train_gene_expr_recon_loss: 20248955.0534; train_masked_gp_l1_reg_loss: 85347.8307; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 140712.7195; train_chrom_access_recon_loss: 2693363.4599; train_global_loss: 23883759.4504; train_optim_loss: 23883759.4504; val_kl_reg_loss: 66039.4279; val_edge_recon_loss: 632278.0500; val_gene_expr_recon_loss: 20124857.3333; val_masked_gp_l1_reg_loss: 87260.3516; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 123219.4922; val_chrom_access_recon_loss: 2673076.9833; val_global_loss: 23706731.6000; val_optim_loss: 23706731.6000
Epoch 5/400 |--------------------| 1.2% val_auroc_score: 0.9256; val_auprc_score: 0.9177; val_best_acc_score: 0.8490; val_best_f1_score: 0.8560; train_kl_reg_loss: 66995.9309; train_edge_recon_loss: 619681.2586; train_gene_expr_recon_loss: 20073420.1221; train_masked_gp_l1_reg_loss: 88129.1359; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 111357.5023; train_chrom_access_recon_loss: 2671708.1660; train_global_loss: 23631292.1069; train_optim_loss: 23631292.1069; val_kl_reg_loss: 63963.3143; val_edge_recon_loss: 618654.6792; val_gene_expr_recon_loss: 19969143.7333; val_masked_gp_l1_reg_loss: 89071.4844; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 102968.3359; val_chrom_access_recon_loss: 2646754.9667; val_global_loss: 23490556.9333; val_optim_loss: 23490556.9333
Epoch 6/400 |--------------------| 1.5% val_auroc_score: 0.9273; val_auprc_score: 0.9137; val_best_acc_score: 0.8510; val_best_f1_score: 0.8602; train_kl_reg_loss: 65739.2671; train_edge_recon_loss: 609337.7839; train_gene_expr_recon_loss: 19914237.2061; train_masked_gp_l1_reg_loss: 90175.4513; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 97745.0413; train_chrom_access_recon_loss: 2650842.9733; train_global_loss: 23428077.5420; train_optim_loss: 23428077.5420; val_kl_reg_loss: 66789.3094; val_edge_recon_loss: 609211.9292; val_gene_expr_recon_loss: 19831180.1333; val_masked_gp_l1_reg_loss: 90972.8750; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 93742.9688; val_chrom_access_recon_loss: 2627068.8333; val_global_loss: 23318964.2667; val_optim_loss: 23318964.2667
Epoch 7/400 |--------------------| 1.8% val_auroc_score: 0.9377; val_auprc_score: 0.9280; val_best_acc_score: 0.8651; val_best_f1_score: 0.8731; train_kl_reg_loss: 65187.1609; train_edge_recon_loss: 600567.7481; train_gene_expr_recon_loss: 19788708.5649; train_masked_gp_l1_reg_loss: 91672.7656; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 89891.2860; train_chrom_access_recon_loss: 2633811.9962; train_global_loss: 23269839.5573; train_optim_loss: 23269839.5573; val_kl_reg_loss: 67900.4526; val_edge_recon_loss: 607454.5875; val_gene_expr_recon_loss: 19742966.8000; val_masked_gp_l1_reg_loss: 92697.9141; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 87418.1328; val_chrom_access_recon_loss: 2614214.5500; val_global_loss: 23212652.4000; val_optim_loss: 23212652.4000
Epoch 8/400 |--------------------| 2.0% val_auroc_score: 0.9394; val_auprc_score: 0.9272; val_best_acc_score: 0.8712; val_best_f1_score: 0.8768; train_kl_reg_loss: 63712.6181; train_edge_recon_loss: 598569.1112; train_gene_expr_recon_loss: 19659413.9084; train_masked_gp_l1_reg_loss: 93010.3336; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 84041.8185; train_chrom_access_recon_loss: 2615832.0324; train_global_loss: 23114580.0305; train_optim_loss: 23114580.0305; val_kl_reg_loss: 65097.6872; val_edge_recon_loss: 596202.8708; val_gene_expr_recon_loss: 19595280.9333; val_masked_gp_l1_reg_loss: 93652.2422; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 82821.5859; val_chrom_access_recon_loss: 2598323.0167; val_global_loss: 23031378.4000; val_optim_loss: 23031378.4000
Epoch 9/400 |--------------------| 2.2% val_auroc_score: 0.9464; val_auprc_score: 0.9318; val_best_acc_score: 0.8801; val_best_f1_score: 0.8870; train_kl_reg_loss: 62392.2503; train_edge_recon_loss: 595172.4995; train_gene_expr_recon_loss: 19556105.1145; train_masked_gp_l1_reg_loss: 93984.8316; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 79889.5537; train_chrom_access_recon_loss: 2603256.9523; train_global_loss: 22990801.1603; train_optim_loss: 22990801.1603; val_kl_reg_loss: 63070.6276; val_edge_recon_loss: 591154.8583; val_gene_expr_recon_loss: 19473276.0000; val_masked_gp_l1_reg_loss: 94424.8438; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 78183.6797; val_chrom_access_recon_loss: 2574971.2333; val_global_loss: 22875080.8000; val_optim_loss: 22875080.8000
Epoch 10/400 |--------------------| 2.5% val_auroc_score: 0.9511; val_auprc_score: 0.9407; val_best_acc_score: 0.8883; val_best_f1_score: 0.8942; train_kl_reg_loss: 61337.1676; train_edge_recon_loss: 591720.8230; train_gene_expr_recon_loss: 19459205.3282; train_masked_gp_l1_reg_loss: 94897.1932; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 76661.5108; train_chrom_access_recon_loss: 2589514.2137; train_global_loss: 22873336.2137; train_optim_loss: 22873336.2137; val_kl_reg_loss: 60466.9779; val_edge_recon_loss: 591559.8708; val_gene_expr_recon_loss: 19438983.0667; val_masked_gp_l1_reg_loss: 95474.5625; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 76342.8359; val_chrom_access_recon_loss: 2565905.4000; val_global_loss: 22828731.4667; val_optim_loss: 22828731.4667
Epoch 11/400 |--------------------| 2.8% val_auroc_score: 0.9568; val_auprc_score: 0.9466; val_best_acc_score: 0.8975; val_best_f1_score: 0.9007; train_kl_reg_loss: 61028.5231; train_edge_recon_loss: 588661.9761; train_gene_expr_recon_loss: 19377256.3206; train_masked_gp_l1_reg_loss: 95705.5259; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 74865.2306; train_chrom_access_recon_loss: 2577376.0477; train_global_loss: 22774893.6641; train_optim_loss: 22774893.6641; val_kl_reg_loss: 61055.2401; val_edge_recon_loss: 586013.9542; val_gene_expr_recon_loss: 19326219.3333; val_masked_gp_l1_reg_loss: 96086.8906; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 74037.6406; val_chrom_access_recon_loss: 2562523.2500; val_global_loss: 22705935.4667; val_optim_loss: 22705935.4667
