[True]
Run timestamp: 07092023_161018_45.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '0', '--n_svg', '5000', '--n_svp', '5000', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--include_brain_marker_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.01', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.01', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000', '--lambda_gene_expr_recon', '3000', '--lambda_chrom_access_recon', '5000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '300', '--lambda_l1_addon', '1000.', '--edge_batch_size', '256', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_45']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3404.
Number of gene programs after filtering and combining: 2774.

Filtering genes...
Starting with 22914 genes.
Keeping 18578 genes after filtering genes with expression in {} cells.
Keeping 5000 spatially variable, highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 112141 peaks after filtering  peaks with counts in less than 92 cells.
Keeping 5000 peaks after filtering spatially variable peaks.
Keeping 1133 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb, include_chrom_access_recon_loss: True, atac_recon_loss: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.01
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ONE HOP GCN NORM ATAC NODE LABEL AGGREGATOR
ENCODER -> n_input: 5654, n_cat_covariates_embed_input: 0, n_hidden: 2439, n_latent: 2339, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 2339, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 4521
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 2339, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 4521
MASKED TARGET ATAC DECODER -> n_prior_gp_input: 2339, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 1133
MASKED SOURCE ATAC DECODER -> n_prior_gp_input: 2339, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 1133

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 256
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.7584; val_auprc_score: 0.7773; val_best_acc_score: 0.5340; val_best_f1_score: 0.6806; train_kl_reg_loss: 123063.7187; train_edge_recon_loss: 3551475.9065; train_gene_expr_recon_loss: 16752680.1374; train_masked_gp_l1_reg_loss: 150114.0812; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 5630296.5286; train_chrom_access_recon_loss: 6553306.1641; train_global_loss: 32760936.3969; train_optim_loss: 32760936.3969; val_kl_reg_loss: 141411.0521; val_edge_recon_loss: 4063500.0667; val_gene_expr_recon_loss: 15431202.3333; val_masked_gp_l1_reg_loss: 130226.5859; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 415439.8125; val_chrom_access_recon_loss: 6274883.5667; val_global_loss: 26456662.8000; val_optim_loss: 26456662.8000
Epoch 2/400 |--------------------| 0.5% val_auroc_score: 0.8115; val_auprc_score: 0.8180; val_best_acc_score: 0.7262; val_best_f1_score: 0.7428; train_kl_reg_loss: 131357.4464; train_edge_recon_loss: 3539401.1050; train_gene_expr_recon_loss: 15613923.8321; train_masked_gp_l1_reg_loss: 133481.4864; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 259116.1087; train_chrom_access_recon_loss: 6340594.5954; train_global_loss: 26017874.6107; train_optim_loss: 26017874.6107; val_kl_reg_loss: 117448.2396; val_edge_recon_loss: 4028985.7667; val_gene_expr_recon_loss: 15218935.6667; val_masked_gp_l1_reg_loss: 137768.8281; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 191985.0938; val_chrom_access_recon_loss: 6204808.7667; val_global_loss: 25899932.6667; val_optim_loss: 25899932.6667
Epoch 3/400 |--------------------| 0.8% val_auroc_score: 0.8325; val_auprc_score: 0.8367; val_best_acc_score: 0.7392; val_best_f1_score: 0.7599; train_kl_reg_loss: 116101.1443; train_edge_recon_loss: 3339997.9198; train_gene_expr_recon_loss: 15413322.4809; train_masked_gp_l1_reg_loss: 143489.9467; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 168214.2247; train_chrom_access_recon_loss: 6259421.7176; train_global_loss: 25440547.4656; train_optim_loss: 25440547.4656; val_kl_reg_loss: 142592.1349; val_edge_recon_loss: 3145999.7667; val_gene_expr_recon_loss: 15002508.8667; val_masked_gp_l1_reg_loss: 150546.5625; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 150576.6250; val_chrom_access_recon_loss: 6094085.3000; val_global_loss: 24686307.7333; val_optim_loss: 24686307.7333
Epoch 4/400 |--------------------| 1.0% val_auroc_score: 0.8421; val_auprc_score: 0.8478; val_best_acc_score: 0.7408; val_best_f1_score: 0.7612; train_kl_reg_loss: 137880.1274; train_edge_recon_loss: 3101588.2214; train_gene_expr_recon_loss: 15249010.8931; train_masked_gp_l1_reg_loss: 153574.6020; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 142434.3075; train_chrom_access_recon_loss: 6188632.4618; train_global_loss: 24973120.6260; train_optim_loss: 24973120.6260; val_kl_reg_loss: 145762.0458; val_edge_recon_loss: 3097126.9000; val_gene_expr_recon_loss: 14886139.7333; val_masked_gp_l1_reg_loss: 156942.3281; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 135313.3906; val_chrom_access_recon_loss: 6036931.5333; val_global_loss: 24458216.0000; val_optim_loss: 24458216.0000
Epoch 5/400 |--------------------| 1.2% val_auroc_score: 0.8714; val_auprc_score: 0.8712; val_best_acc_score: 0.7788; val_best_f1_score: 0.7855; train_kl_reg_loss: 131123.8806; train_edge_recon_loss: 3035315.5592; train_gene_expr_recon_loss: 15102745.6489; train_masked_gp_l1_reg_loss: 160333.6319; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 131024.9875; train_chrom_access_recon_loss: 6124276.5229; train_global_loss: 24684820.3053; train_optim_loss: 24684820.3053; val_kl_reg_loss: 146305.8740; val_edge_recon_loss: 3004175.9167; val_gene_expr_recon_loss: 14808074.0667; val_masked_gp_l1_reg_loss: 164232.4219; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 128131.7266; val_chrom_access_recon_loss: 5979452.3333; val_global_loss: 24230372.0000; val_optim_loss: 24230372.0000
Epoch 6/400 |--------------------| 1.5% val_auroc_score: 0.9251; val_auprc_score: 0.9094; val_best_acc_score: 0.8502; val_best_f1_score: 0.8585; train_kl_reg_loss: 130814.5235; train_edge_recon_loss: 2906381.2824; train_gene_expr_recon_loss: 14981725.0763; train_masked_gp_l1_reg_loss: 168854.3408; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 126175.8833; train_chrom_access_recon_loss: 6070258.3931; train_global_loss: 24384209.2977; train_optim_loss: 24384209.2977; val_kl_reg_loss: 137381.3385; val_edge_recon_loss: 2861228.9833; val_gene_expr_recon_loss: 14652734.6000; val_masked_gp_l1_reg_loss: 172251.5312; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 124713.3359; val_chrom_access_recon_loss: 5943246.8667; val_global_loss: 23891557.6000; val_optim_loss: 23891557.6000
Epoch 7/400 |--------------------| 1.8% val_auroc_score: 0.9342; val_auprc_score: 0.9193; val_best_acc_score: 0.8698; val_best_f1_score: 0.8752; train_kl_reg_loss: 136757.1709; train_edge_recon_loss: 2838765.9809; train_gene_expr_recon_loss: 14851581.3664; train_masked_gp_l1_reg_loss: 174633.1144; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 123157.3703; train_chrom_access_recon_loss: 6017065.7595; train_global_loss: 24141960.6870; train_optim_loss: 24141960.6870; val_kl_reg_loss: 132799.7516; val_edge_recon_loss: 2835843.7333; val_gene_expr_recon_loss: 14527736.2000; val_masked_gp_l1_reg_loss: 176333.1094; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 121952.8984; val_chrom_access_recon_loss: 5886744.1667; val_global_loss: 23681410.0000; val_optim_loss: 23681410.0000
Epoch 8/400 |--------------------| 2.0% val_auroc_score: 0.9333; val_auprc_score: 0.9184; val_best_acc_score: 0.8672; val_best_f1_score: 0.8730; train_kl_reg_loss: 133392.1731; train_edge_recon_loss: 2835430.9103; train_gene_expr_recon_loss: 14755974.7099; train_masked_gp_l1_reg_loss: 177716.1677; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 121772.8367; train_chrom_access_recon_loss: 5977247.0802; train_global_loss: 24001533.8779; train_optim_loss: 24001533.8779; val_kl_reg_loss: 133883.1573; val_edge_recon_loss: 2826878.8667; val_gene_expr_recon_loss: 14436900.2000; val_masked_gp_l1_reg_loss: 179107.2188; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 121548.6875; val_chrom_access_recon_loss: 5860709.7667; val_global_loss: 23559027.7333; val_optim_loss: 23559027.7333
Epoch 9/400 |--------------------| 2.2% val_auroc_score: 0.9355; val_auprc_score: 0.9225; val_best_acc_score: 0.8711; val_best_f1_score: 0.8779; train_kl_reg_loss: 131057.4531; train_edge_recon_loss: 2821641.3302; train_gene_expr_recon_loss: 14659680.0687; train_masked_gp_l1_reg_loss: 180034.4640; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 121817.8863; train_chrom_access_recon_loss: 5934222.7252; train_global_loss: 23848454.0305; train_optim_loss: 23848454.0305; val_kl_reg_loss: 133713.6094; val_edge_recon_loss: 2814814.6000; val_gene_expr_recon_loss: 14354258.8667; val_masked_gp_l1_reg_loss: 181090.6562; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 122155.7188; val_chrom_access_recon_loss: 5828839.7333; val_global_loss: 23434872.8000; val_optim_loss: 23434872.8000
Epoch 10/400 |--------------------| 2.5% val_auroc_score: 0.9403; val_auprc_score: 0.9259; val_best_acc_score: 0.8821; val_best_f1_score: 0.8867; train_kl_reg_loss: 129469.5922; train_edge_recon_loss: 2814379.1813; train_gene_expr_recon_loss: 14580376.6336; train_masked_gp_l1_reg_loss: 181756.3943; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 121864.9726; train_chrom_access_recon_loss: 5901075.7634; train_global_loss: 23728922.6565; train_optim_loss: 23728922.6565; val_kl_reg_loss: 131304.4703; val_edge_recon_loss: 2832641.3167; val_gene_expr_recon_loss: 14319313.1333; val_masked_gp_l1_reg_loss: 182846.6875; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 122391.1719; val_chrom_access_recon_loss: 5803815.3667; val_global_loss: 23392312.2667; val_optim_loss: 23392312.2667
Epoch 11/400 |--------------------| 2.8% val_auroc_score: 0.9429; val_auprc_score: 0.9274; val_best_acc_score: 0.8856; val_best_f1_score: 0.8909; train_kl_reg_loss: 127819.4702; train_edge_recon_loss: 2803471.8244; train_gene_expr_recon_loss: 14506087.2290; train_masked_gp_l1_reg_loss: 183633.9018; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 121793.7176; train_chrom_access_recon_loss: 5871370.4504; train_global_loss: 23614176.7328; train_optim_loss: 23614176.7328; val_kl_reg_loss: 127372.4068; val_edge_recon_loss: 2818458.4167; val_gene_expr_recon_loss: 14250013.0000; val_masked_gp_l1_reg_loss: 184945.2969; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 121440.8984; val_chrom_access_recon_loss: 5756284.5333; val_global_loss: 23258514.2667; val_optim_loss: 23258514.2667
