[True]
Run timestamp: 10102023_065452_176.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '4', '--filter_genes', '--n_hvg', '0', '--n_svg', '3000', '--n_svp', '15000', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--include_brain_marker_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.005', '--min_cell_gene_thresh_ratio', '0.005', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.001', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '1000000', '--lambda_gene_expr_recon', '5000', '--lambda_chrom_access_recon', '1000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '500', '--lambda_l1_addon', '500.', '--edge_batch_size', '256', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_176']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3404.
Number of gene programs after filtering and combining: 2803.

Filtering genes...
Starting with 22914 genes.
Keeping 12959 genes after filtering genes with expression in {} cells.
Keeping 3000 spatially variable, highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 120652 peaks after filtering  peaks with counts in less than 46 cells.
Keeping 15000 peaks after filtering spatially variable peaks.
Keeping 2465 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb, include_chrom_access_recon_loss: True, atac_recon_loss: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.001
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ONE HOP GCN NORM ATAC NODE LABEL AGGREGATOR
ENCODER -> n_input: 5213, n_cat_covariates_embed_input: 0, n_hidden: 2323, n_latent: 2223, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 2223, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2748
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 2223, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2748
MASKED TARGET ATAC DECODER -> n_prior_gp_input: 2223, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2465
MASKED SOURCE ATAC DECODER -> n_prior_gp_input: 2223, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2465

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 16751
Number of validation edges: 1861
Edge batch size: 256
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.6583; val_auprc_score: 0.6439; val_best_acc_score: 0.5075; val_best_f1_score: 0.6698; train_kl_reg_loss: 47259.5574; train_edge_recon_loss: 740404.8731; train_gene_expr_recon_loss: 23420573.5455; train_masked_gp_l1_reg_loss: 157847.9367; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 4993878.6780; train_chrom_access_recon_loss: 2331298.4015; train_global_loss: 31691263.1818; train_optim_loss: 31691263.1818; val_kl_reg_loss: 79392.7939; val_edge_recon_loss: 813007.4844; val_gene_expr_recon_loss: 21459521.5000; val_masked_gp_l1_reg_loss: 122239.2266; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 2818143.5000; val_chrom_access_recon_loss: 2210287.1875; val_global_loss: 27502593.0000; val_optim_loss: 27502593.0000
Epoch 2/400 |--------------------| 0.5% val_auroc_score: 0.6995; val_auprc_score: 0.6885; val_best_acc_score: 0.5723; val_best_f1_score: 0.6891; train_kl_reg_loss: 83737.2994; train_edge_recon_loss: 747431.2794; train_gene_expr_recon_loss: 21441839.5152; train_masked_gp_l1_reg_loss: 111512.0589; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 1559791.4347; train_chrom_access_recon_loss: 2211899.5379; train_global_loss: 26156211.2121; train_optim_loss: 26156211.2121; val_kl_reg_loss: 78955.5176; val_edge_recon_loss: 812077.8906; val_gene_expr_recon_loss: 20923406.5000; val_masked_gp_l1_reg_loss: 105804.3125; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 761184.7500; val_chrom_access_recon_loss: 2170456.5312; val_global_loss: 24851884.7500; val_optim_loss: 24851884.7500
Epoch 3/400 |--------------------| 0.8% val_auroc_score: 0.7904; val_auprc_score: 0.7875; val_best_acc_score: 0.7074; val_best_f1_score: 0.7300; train_kl_reg_loss: 80142.1277; train_edge_recon_loss: 739796.2045; train_gene_expr_recon_loss: 21218202.2424; train_masked_gp_l1_reg_loss: 104260.9392; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 497410.8319; train_chrom_access_recon_loss: 2195527.8542; train_global_loss: 24835340.1212; train_optim_loss: 24835340.1212; val_kl_reg_loss: 79584.0410; val_edge_recon_loss: 807999.3125; val_gene_expr_recon_loss: 20637094.5000; val_masked_gp_l1_reg_loss: 103638.1250; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 326162.5625; val_chrom_access_recon_loss: 2163376.5625; val_global_loss: 24117854.5000; val_optim_loss: 24117854.5000
Epoch 4/400 |--------------------| 1.0% val_auroc_score: 0.8532; val_auprc_score: 0.8244; val_best_acc_score: 0.7689; val_best_f1_score: 0.7990; train_kl_reg_loss: 73823.8903; train_edge_recon_loss: 731411.8930; train_gene_expr_recon_loss: 21053624.9697; train_masked_gp_l1_reg_loss: 105177.3094; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 254023.7843; train_chrom_access_recon_loss: 2181321.8428; train_global_loss: 24399383.7273; train_optim_loss: 24399383.7273; val_kl_reg_loss: 69296.4004; val_edge_recon_loss: 783572.1562; val_gene_expr_recon_loss: 20542731.5000; val_masked_gp_l1_reg_loss: 106869.7969; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 204426.9688; val_chrom_access_recon_loss: 2145646.7656; val_global_loss: 23852542.7500; val_optim_loss: 23852542.7500
Epoch 5/400 |--------------------| 1.2% val_auroc_score: 0.8727; val_auprc_score: 0.8431; val_best_acc_score: 0.7955; val_best_f1_score: 0.8202; train_kl_reg_loss: 69321.3330; train_edge_recon_loss: 712545.6080; train_gene_expr_recon_loss: 20893149.8182; train_masked_gp_l1_reg_loss: 108335.2682; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 180478.2758; train_chrom_access_recon_loss: 2166730.0606; train_global_loss: 24130560.6364; train_optim_loss: 24130560.6364; val_kl_reg_loss: 68937.7598; val_edge_recon_loss: 715492.0312; val_gene_expr_recon_loss: 20486014.2500; val_masked_gp_l1_reg_loss: 109792.0078; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 158257.3906; val_chrom_access_recon_loss: 2140026.2188; val_global_loss: 23678520.2500; val_optim_loss: 23678520.2500
Epoch 6/400 |--------------------| 1.5% val_auroc_score: 0.8659; val_auprc_score: 0.8291; val_best_acc_score: 0.7856; val_best_f1_score: 0.8130; train_kl_reg_loss: 73800.4948; train_edge_recon_loss: 669392.7869; train_gene_expr_recon_loss: 20748558.2727; train_masked_gp_l1_reg_loss: 110634.1258; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 145737.3075; train_chrom_access_recon_loss: 2153913.7708; train_global_loss: 23902036.8788; train_optim_loss: 23902036.8788; val_kl_reg_loss: 79021.0273; val_edge_recon_loss: 656850.0156; val_gene_expr_recon_loss: 20337412.5000; val_masked_gp_l1_reg_loss: 111647.2812; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 135311.4531; val_chrom_access_recon_loss: 2144908.5312; val_global_loss: 23465152.0000; val_optim_loss: 23465152.0000
Epoch 7/400 |--------------------| 1.8% val_auroc_score: 0.8824; val_auprc_score: 0.8449; val_best_acc_score: 0.8125; val_best_f1_score: 0.8252; train_kl_reg_loss: 80039.7438; train_edge_recon_loss: 641922.2424; train_gene_expr_recon_loss: 20626366.9091; train_masked_gp_l1_reg_loss: 112513.1422; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 128371.7321; train_chrom_access_recon_loss: 2142523.1458; train_global_loss: 23731736.9697; train_optim_loss: 23731736.9697; val_kl_reg_loss: 77895.5693; val_edge_recon_loss: 642405.7969; val_gene_expr_recon_loss: 20084119.2500; val_masked_gp_l1_reg_loss: 113373.8203; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 120656.5547; val_chrom_access_recon_loss: 2119534.4375; val_global_loss: 23157985.2500; val_optim_loss: 23157985.2500
Epoch 8/400 |--------------------| 2.0% val_auroc_score: 0.8877; val_auprc_score: 0.8534; val_best_acc_score: 0.8189; val_best_f1_score: 0.8340; train_kl_reg_loss: 79689.9678; train_edge_recon_loss: 633327.9555; train_gene_expr_recon_loss: 20558258.8485; train_masked_gp_l1_reg_loss: 114176.6735; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 115320.5231; train_chrom_access_recon_loss: 2138235.5511; train_global_loss: 23639009.2727; train_optim_loss: 23639009.2727; val_kl_reg_loss: 79156.5020; val_edge_recon_loss: 629455.4219; val_gene_expr_recon_loss: 20173364.2500; val_masked_gp_l1_reg_loss: 114862.6562; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 109977.6172; val_chrom_access_recon_loss: 2108452.2969; val_global_loss: 23215268.5000; val_optim_loss: 23215268.5000
Epoch 9/400 |--------------------| 2.2% val_auroc_score: 0.8908; val_auprc_score: 0.8556; val_best_acc_score: 0.8219; val_best_f1_score: 0.8372; train_kl_reg_loss: 79312.7807; train_edge_recon_loss: 625456.5133; train_gene_expr_recon_loss: 20451888.8788; train_masked_gp_l1_reg_loss: 115328.7962; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 106925.8757; train_chrom_access_recon_loss: 2128633.2292; train_global_loss: 23507546.0000; train_optim_loss: 23507546.0000; val_kl_reg_loss: 74010.1826; val_edge_recon_loss: 635664.1484; val_gene_expr_recon_loss: 20110892.2500; val_masked_gp_l1_reg_loss: 116110.3516; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 103354.8906; val_chrom_access_recon_loss: 2100911.2344; val_global_loss: 23140942.0000; val_optim_loss: 23140942.0000
Epoch 10/400 |--------------------| 2.5% val_auroc_score: 0.8935; val_auprc_score: 0.8601; val_best_acc_score: 0.8278; val_best_f1_score: 0.8382; train_kl_reg_loss: 78454.4831; train_edge_recon_loss: 622723.8684; train_gene_expr_recon_loss: 20338079.6970; train_masked_gp_l1_reg_loss: 116423.0813; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 101143.0522; train_chrom_access_recon_loss: 2120267.1042; train_global_loss: 23377091.3939; train_optim_loss: 23377091.3939; val_kl_reg_loss: 76806.7119; val_edge_recon_loss: 628289.7422; val_gene_expr_recon_loss: 19995132.7500; val_masked_gp_l1_reg_loss: 117151.3984; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 99802.5312; val_chrom_access_recon_loss: 2095290.6562; val_global_loss: 23012474.2500; val_optim_loss: 23012474.2500
Epoch 11/400 |--------------------| 2.8% val_auroc_score: 0.9080; val_auprc_score: 0.8799; val_best_acc_score: 0.8332; val_best_f1_score: 0.8457; train_kl_reg_loss: 77851.9651; train_edge_recon_loss: 616067.9299; train_gene_expr_recon_loss: 20271914.5455; train_masked_gp_l1_reg_loss: 117470.9496; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 97557.9407; train_chrom_access_recon_loss: 2112168.9280; train_global_loss: 23293032.5455; train_optim_loss: 23293032.5455; val_kl_reg_loss: 77770.2100; val_edge_recon_loss: 617646.8828; val_gene_expr_recon_loss: 19778195.2500; val_masked_gp_l1_reg_loss: 117928.7031; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 95616.9766; val_chrom_access_recon_loss: 2080219.9062; val_global_loss: 22767376.5000; val_optim_loss: 22767376.5000
