[True]
Run timestamp: 10102023_062403_169.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '0', '--n_svg', '3000', '--n_svp', '5000', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '25', '--include_mebocost_gps', '--include_collectri_gps', '--include_brain_marker_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.005', '--min_cell_gene_thresh_ratio', '0.005', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.001', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '1000000', '--lambda_gene_expr_recon', '5000', '--lambda_chrom_access_recon', '1000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '500', '--lambda_l1_addon', '500.', '--edge_batch_size', '256', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_169']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3404.
Number of gene programs after filtering and combining: 2838.

Filtering genes...
Starting with 22914 genes.
Keeping 12959 genes after filtering genes with expression in {} cells.
Keeping 3000 spatially variable, highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 120652 peaks after filtering  peaks with counts in less than 46 cells.
Keeping 5000 peaks after filtering spatially variable peaks.
Keeping 816 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb, include_chrom_access_recon_loss: True, atac_recon_loss: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.001
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ONE HOP GCN NORM ATAC NODE LABEL AGGREGATOR
ENCODER -> n_input: 3575, n_cat_covariates_embed_input: 0, n_hidden: 2265, n_latent: 2165, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 2165, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2759
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 2165, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 2759
MASKED TARGET ATAC DECODER -> n_prior_gp_input: 2165, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 816
MASKED SOURCE ATAC DECODER -> n_prior_gp_input: 2165, n_addon_gp_input: 100, n_cat_covariates_embed_input: 0, n_output: 816

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 256
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.7854; val_auprc_score: 0.7981; val_best_acc_score: 0.6446; val_best_f1_score: 0.7256; train_kl_reg_loss: 88123.9357; train_edge_recon_loss: 752936.9909; train_gene_expr_recon_loss: 21911417.1908; train_masked_gp_l1_reg_loss: 54824.5137; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 4069506.7638; train_chrom_access_recon_loss: 945284.7791; train_global_loss: 27822094.0763; train_optim_loss: 27822094.0763; val_kl_reg_loss: 85257.8229; val_edge_recon_loss: 811367.9958; val_gene_expr_recon_loss: 21087735.4667; val_masked_gp_l1_reg_loss: 58529.3008; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 995392.6875; val_chrom_access_recon_loss: 920958.9958; val_global_loss: 23959242.4000; val_optim_loss: 23959242.4000
Epoch 2/400 |--------------------| 0.5% val_auroc_score: 0.8861; val_auprc_score: 0.8797; val_best_acc_score: 0.8099; val_best_f1_score: 0.8101; train_kl_reg_loss: 77406.6033; train_edge_recon_loss: 729289.5377; train_gene_expr_recon_loss: 20853635.3588; train_masked_gp_l1_reg_loss: 61262.3806; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 498300.3526; train_chrom_access_recon_loss: 917608.6617; train_global_loss: 23137503.0534; train_optim_loss: 23137503.0534; val_kl_reg_loss: 73328.6661; val_edge_recon_loss: 761111.1167; val_gene_expr_recon_loss: 20723698.0000; val_masked_gp_l1_reg_loss: 64102.2969; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 271637.9062; val_chrom_access_recon_loss: 903502.6208; val_global_loss: 22797380.9333; val_optim_loss: 22797380.9333
Epoch 3/400 |--------------------| 0.8% val_auroc_score: 0.9217; val_auprc_score: 0.9103; val_best_acc_score: 0.8488; val_best_f1_score: 0.8577; train_kl_reg_loss: 74449.9302; train_edge_recon_loss: 665586.3602; train_gene_expr_recon_loss: 20564704.3359; train_masked_gp_l1_reg_loss: 66850.8792; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 216674.1471; train_chrom_access_recon_loss: 906005.4256; train_global_loss: 22494271.1298; train_optim_loss: 22494271.1298; val_kl_reg_loss: 85490.3068; val_edge_recon_loss: 627902.7292; val_gene_expr_recon_loss: 20494502.1333; val_masked_gp_l1_reg_loss: 69616.7422; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 186990.2344; val_chrom_access_recon_loss: 897483.6458; val_global_loss: 22361984.6667; val_optim_loss: 22361984.6667
Epoch 4/400 |--------------------| 1.0% val_auroc_score: 0.9320; val_auprc_score: 0.9204; val_best_acc_score: 0.8596; val_best_f1_score: 0.8660; train_kl_reg_loss: 80124.7996; train_edge_recon_loss: 620167.0453; train_gene_expr_recon_loss: 20318158.2595; train_masked_gp_l1_reg_loss: 72136.0255; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 167904.7842; train_chrom_access_recon_loss: 897790.6947; train_global_loss: 22156281.5725; train_optim_loss: 22156281.5725; val_kl_reg_loss: 76910.3781; val_edge_recon_loss: 613365.7917; val_gene_expr_recon_loss: 20353212.8000; val_masked_gp_l1_reg_loss: 74292.4219; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 152525.2969; val_chrom_access_recon_loss: 891545.5125; val_global_loss: 22161852.2667; val_optim_loss: 22161852.2667
Epoch 5/400 |--------------------| 1.2% val_auroc_score: 0.9410; val_auprc_score: 0.9324; val_best_acc_score: 0.8680; val_best_f1_score: 0.8740; train_kl_reg_loss: 76217.5323; train_edge_recon_loss: 608056.9547; train_gene_expr_recon_loss: 20129563.7557; train_masked_gp_l1_reg_loss: 75861.5854; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 142270.0839; train_chrom_access_recon_loss: 891309.8368; train_global_loss: 21923279.9389; train_optim_loss: 21923279.9389; val_kl_reg_loss: 73800.0141; val_edge_recon_loss: 609097.3708; val_gene_expr_recon_loss: 20113643.3333; val_masked_gp_l1_reg_loss: 77482.0391; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 135579.9219; val_chrom_access_recon_loss: 882616.1750; val_global_loss: 21892219.2000; val_optim_loss: 21892219.2000
Epoch 6/400 |--------------------| 1.5% val_auroc_score: 0.9465; val_auprc_score: 0.9383; val_best_acc_score: 0.8773; val_best_f1_score: 0.8828; train_kl_reg_loss: 72718.2265; train_edge_recon_loss: 601937.3435; train_gene_expr_recon_loss: 19965307.1603; train_masked_gp_l1_reg_loss: 78479.4634; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 130979.3776; train_chrom_access_recon_loss: 884233.5692; train_global_loss: 21733655.0229; train_optim_loss: 21733655.0229; val_kl_reg_loss: 71578.3026; val_edge_recon_loss: 604605.3958; val_gene_expr_recon_loss: 19924271.4667; val_masked_gp_l1_reg_loss: 79295.3516; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 126789.2656; val_chrom_access_recon_loss: 876611.7833; val_global_loss: 21683153.0667; val_optim_loss: 21683153.0667
Epoch 7/400 |--------------------| 1.8% val_auroc_score: 0.9514; val_auprc_score: 0.9423; val_best_acc_score: 0.8860; val_best_f1_score: 0.8897; train_kl_reg_loss: 70600.8377; train_edge_recon_loss: 599797.5100; train_gene_expr_recon_loss: 19818838.0763; train_masked_gp_l1_reg_loss: 80365.3479; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 123804.6347; train_chrom_access_recon_loss: 878912.4761; train_global_loss: 21572318.9466; train_optim_loss: 21572318.9466; val_kl_reg_loss: 69243.5260; val_edge_recon_loss: 600392.2000; val_gene_expr_recon_loss: 19904137.6000; val_masked_gp_l1_reg_loss: 81149.6875; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 121755.2969; val_chrom_access_recon_loss: 875866.0458; val_global_loss: 21652545.4667; val_optim_loss: 21652545.4667
Epoch 8/400 |--------------------| 2.0% val_auroc_score: 0.9590; val_auprc_score: 0.9510; val_best_acc_score: 0.8948; val_best_f1_score: 0.8988; train_kl_reg_loss: 68936.2973; train_edge_recon_loss: 594320.2090; train_gene_expr_recon_loss: 19711101.2824; train_masked_gp_l1_reg_loss: 81871.4383; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 117977.6505; train_chrom_access_recon_loss: 873705.5262; train_global_loss: 21447912.4733; train_optim_loss: 21447912.4733; val_kl_reg_loss: 67741.9169; val_edge_recon_loss: 595244.4333; val_gene_expr_recon_loss: 19761759.6000; val_masked_gp_l1_reg_loss: 82530.0781; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 114925.7422; val_chrom_access_recon_loss: 870168.0000; val_global_loss: 21492370.0000; val_optim_loss: 21492370.0000
Epoch 9/400 |--------------------| 2.2% val_auroc_score: 0.9615; val_auprc_score: 0.9540; val_best_acc_score: 0.9014; val_best_f1_score: 0.9046; train_kl_reg_loss: 67473.8696; train_edge_recon_loss: 591912.9952; train_gene_expr_recon_loss: 19606798.4275; train_masked_gp_l1_reg_loss: 83073.7653; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 112706.0571; train_chrom_access_recon_loss: 868855.9666; train_global_loss: 21330821.0076; train_optim_loss: 21330821.0076; val_kl_reg_loss: 67920.1271; val_edge_recon_loss: 591496.0042; val_gene_expr_recon_loss: 19559494.0000; val_masked_gp_l1_reg_loss: 83686.6328; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 112507.0000; val_chrom_access_recon_loss: 860003.6000; val_global_loss: 21275107.2000; val_optim_loss: 21275107.2000
Epoch 10/400 |--------------------| 2.5% val_auroc_score: 0.9642; val_auprc_score: 0.9567; val_best_acc_score: 0.9068; val_best_f1_score: 0.9106; train_kl_reg_loss: 66592.6586; train_edge_recon_loss: 588563.6274; train_gene_expr_recon_loss: 19501231.1908; train_masked_gp_l1_reg_loss: 84354.3238; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 109914.3894; train_chrom_access_recon_loss: 864392.9838; train_global_loss: 21215049.1145; train_optim_loss: 21215049.1145; val_kl_reg_loss: 66284.1562; val_edge_recon_loss: 587937.2125; val_gene_expr_recon_loss: 19485758.6667; val_masked_gp_l1_reg_loss: 84993.8984; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 109607.0859; val_chrom_access_recon_loss: 858016.3000; val_global_loss: 21192598.4000; val_optim_loss: 21192598.4000
Epoch 11/400 |--------------------| 2.8% val_auroc_score: 0.9614; val_auprc_score: 0.9536; val_best_acc_score: 0.9030; val_best_f1_score: 0.9052; train_kl_reg_loss: 65092.8088; train_edge_recon_loss: 586488.1355; train_gene_expr_recon_loss: 19388181.3588; train_masked_gp_l1_reg_loss: 85403.1970; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 108265.2490; train_chrom_access_recon_loss: 859117.2963; train_global_loss: 21092548.0916; train_optim_loss: 21092548.0916; val_kl_reg_loss: 65033.5440; val_edge_recon_loss: 593956.7958; val_gene_expr_recon_loss: 19460177.2000; val_masked_gp_l1_reg_loss: 85677.8047; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 108485.5078; val_chrom_access_recon_loss: 858205.0917; val_global_loss: 21171536.6667; val_optim_loss: 21171536.6667
